Contig,Gene,site_pos,Species,Peak number,SNV position (genome),Gene product,GO annotation,Pathway,iLDS,Data type
GUT_GENOME142330_1,GUT_GENOME142330_00221,200324,Clostridioides_difficile,1,200324,hypothetical protein,,,0.185376132,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00220,198653,Clostridioides_difficile,1,198653,Flagellin,,,0.18253964,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00218,197168,Clostridioides_difficile,1,197168,Flagellar hook-associated protein 2,,,0.140860857,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00213,194278,Clostridioides_difficile,1,194278,hypothetical protein,,,0.178866243,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00218,197219,Clostridioides_difficile,1,197219,Flagellar hook-associated protein 2,,,0.106497175,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00218,196948,Clostridioides_difficile,1,196948,Flagellar hook-associated protein 2,,,0.152179034,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00220,198644,Clostridioides_difficile,1,198644,Flagellin,,,0.146851725,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,200614,Clostridioides_difficile,1,200614,hypothetical protein,,,0.163344522,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,200669,Clostridioides_difficile,1,200669,hypothetical protein,,,0.101802524,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00220,198626,Clostridioides_difficile,1,198626,Flagellin,,,0.17734196,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00219,197673,Clostridioides_difficile,1,197673,hypothetical protein,,,0.104233309,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00217,195835,Clostridioides_difficile,1,195835,hypothetical protein,,,0.132857254,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00218,197413,Clostridioides_difficile,1,197413,Flagellar hook-associated protein 2,,,0.116973591,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,199504,Clostridioides_difficile,1,199504,hypothetical protein,,,0.138978773,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00213,194280,Clostridioides_difficile,1,194280,hypothetical protein,,,0.162664285,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00218,196830,Clostridioides_difficile,1,196830,Flagellar hook-associated protein 2,,,0.169593804,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00218,197440,Clostridioides_difficile,1,197440,Flagellar hook-associated protein 2,,,0.13341948,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00213,194463,Clostridioides_difficile,1,194463,hypothetical protein,,,0.172843293,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00218,196922,Clostridioides_difficile,1,196922,Flagellar hook-associated protein 2,,,0.159065309,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,201070,Clostridioides_difficile,1,201070,hypothetical protein,,,0.159183155,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00213,194560,Clostridioides_difficile,1,194560,hypothetical protein,,,0.150451666,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,200547,Clostridioides_difficile,1,200547,hypothetical protein,,,0.224676319,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00218,197381,Clostridioides_difficile,1,197381,Flagellar hook-associated protein 2,,,0.09882681,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00214,195010,Clostridioides_difficile,1,195010,Flagellar assembly factor FliW,,,0.135920812,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00219,197637,Clostridioides_difficile,1,197637,hypothetical protein,,,0.107378871,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00217,195819,Clostridioides_difficile,1,195819,hypothetical protein,,,0.127412472,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00218,197437,Clostridioides_difficile,1,197437,Flagellar hook-associated protein 2,,,0.143061445,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,201158,Clostridioides_difficile,1,201158,hypothetical protein,,,0.191045116,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,199166,Clostridioides_difficile,1,199166,hypothetical protein,,,0.16072269,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00218,197167,Clostridioides_difficile,1,197167,Flagellar hook-associated protein 2,,,0.154419965,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,201044,Clostridioides_difficile,1,201044,hypothetical protein,,,0.123203972,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,200305,Clostridioides_difficile,1,200305,hypothetical protein,,,0.146837839,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00213,194539,Clostridioides_difficile,1,194539,hypothetical protein,,,0.145929156,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00218,196827,Clostridioides_difficile,1,196827,Flagellar hook-associated protein 2,,,0.124107964,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,200332,Clostridioides_difficile,1,200332,hypothetical protein,,,0.14960367,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00220,198666,Clostridioides_difficile,1,198666,Flagellin,,,0.186848003,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00214,194925,Clostridioides_difficile,1,194925,Flagellar assembly factor FliW,,,0.129417256,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00218,196984,Clostridioides_difficile,1,196984,Flagellar hook-associated protein 2,,,0.165702415,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,199291,Clostridioides_difficile,1,199291,hypothetical protein,,,0.166355953,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,199479,Clostridioides_difficile,1,199479,hypothetical protein,,,0.13570962,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,199448,Clostridioides_difficile,1,199448,hypothetical protein,,,0.146202507,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00215,195180,Clostridioides_difficile,1,195180,Translational regulator CsrA,,,0.16156597,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,199177,Clostridioides_difficile,1,199177,hypothetical protein,,,0.164590831,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,199388,Clostridioides_difficile,1,199388,hypothetical protein,,,0.153492603,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,199636,Clostridioides_difficile,1,199636,hypothetical protein,,,0.130432274,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,199420,Clostridioides_difficile,1,199420,hypothetical protein,,,0.144961445,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,200370,Clostridioides_difficile,1,200370,hypothetical protein,,,0.128990432,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00214,195023,Clostridioides_difficile,1,195023,Flagellar assembly factor FliW,,,0.122576791,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00218,197054,Clostridioides_difficile,1,197054,Flagellar hook-associated protein 2,,,0.117629577,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00220,198383,Clostridioides_difficile,1,198383,Flagellin,,,0.159309461,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00213,194077,Clostridioides_difficile,1,194077,hypothetical protein,,,0.148886066,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,199453,Clostridioides_difficile,1,199453,hypothetical protein,,,0.156495645,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00218,196985,Clostridioides_difficile,1,196985,Flagellar hook-associated protein 2,,,0.155870615,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00215,195250,Clostridioides_difficile,1,195250,Translational regulator CsrA,,,0.141198129,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,200339,Clostridioides_difficile,1,200339,hypothetical protein,,,0.138860576,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,200776,Clostridioides_difficile,1,200776,hypothetical protein,,,0.219341821,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,199050,Clostridioides_difficile,1,199050,hypothetical protein,,,0.158329164,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00214,194932,Clostridioides_difficile,1,194932,Flagellar assembly factor FliW,,,0.137694767,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00214,195052,Clostridioides_difficile,1,195052,Flagellar assembly factor FliW,,,0.138347272,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,201015,Clostridioides_difficile,1,201015,hypothetical protein,,,0.129985628,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00219,197711,Clostridioides_difficile,1,197711,hypothetical protein,,,0.11342156,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00220,198513,Clostridioides_difficile,1,198513,Flagellin,,,0.140724964,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,201075,Clostridioides_difficile,1,201075,hypothetical protein,,,0.127616277,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00214,194929,Clostridioides_difficile,1,194929,Flagellar assembly factor FliW,,,0.136951922,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00220,198486,Clostridioides_difficile,1,198486,Flagellin,,,0.141358764,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00216,195621,Clostridioides_difficile,1,195621,Flagellar secretion chaperone FliS,,,0.131838739,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,199363,Clostridioides_difficile,1,199363,hypothetical protein,,,0.157239271,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00218,196960,Clostridioides_difficile,1,196960,Flagellar hook-associated protein 2,,,0.155170327,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00210,191779,Clostridioides_difficile,1,191779,hypothetical protein,,,0.13668495,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,199171,Clostridioides_difficile,1,199171,hypothetical protein,,,0.149293742,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,200530,Clostridioides_difficile,1,200530,hypothetical protein,,,0.158293023,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00218,197575,Clostridioides_difficile,1,197575,Flagellar hook-associated protein 2,,,0.14653136,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,199304,Clostridioides_difficile,1,199304,hypothetical protein,,,0.174187713,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,200989,Clostridioides_difficile,1,200989,hypothetical protein,,,0.127034158,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,200471,Clostridioides_difficile,1,200471,hypothetical protein,,,0.157137547,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00218,197144,Clostridioides_difficile,1,197144,Flagellar hook-associated protein 2,,,0.167725507,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,200255,Clostridioides_difficile,1,200255,hypothetical protein,,,0.139097332,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00217,195912,Clostridioides_difficile,1,195912,hypothetical protein,,,0.120527526,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,199310,Clostridioides_difficile,1,199310,hypothetical protein,,,0.142443059,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,200347,Clostridioides_difficile,1,200347,hypothetical protein,,,0.132827099,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00216,195369,Clostridioides_difficile,1,195369,Flagellar secretion chaperone FliS,,,0.123309381,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,201022,Clostridioides_difficile,1,201022,hypothetical protein,,,0.104136016,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,200806,Clostridioides_difficile,1,200806,hypothetical protein,,,0.150036353,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,200384,Clostridioides_difficile,1,200384,hypothetical protein,,,0.178254234,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,200439,Clostridioides_difficile,1,200439,hypothetical protein,,,0.172161613,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00213,194205,Clostridioides_difficile,1,194205,hypothetical protein,,,0.166589129,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00218,197187,Clostridioides_difficile,1,197187,Flagellar hook-associated protein 2,,,0.112385027,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00213,194577,Clostridioides_difficile,1,194577,hypothetical protein,,,0.162462527,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00220,198667,Clostridioides_difficile,1,198667,Flagellin,,,0.18783041,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00213,194200,Clostridioides_difficile,1,194200,hypothetical protein,,,0.138149625,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00219,197741,Clostridioides_difficile,1,197741,hypothetical protein,,,0.110845076,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,199339,Clostridioides_difficile,1,199339,hypothetical protein,,,0.177191277,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,199068,Clostridioides_difficile,1,199068,hypothetical protein,,,0.201332157,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00214,194716,Clostridioides_difficile,1,194716,Flagellar assembly factor FliW,,,0.193594099,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00220,198700,Clostridioides_difficile,1,198700,Flagellin,,,0.177583958,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00213,194514,Clostridioides_difficile,1,194514,hypothetical protein,,,0.159324883,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,200413,Clostridioides_difficile,1,200413,hypothetical protein,,,0.147251594,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,199426,Clostridioides_difficile,1,199426,hypothetical protein,,,0.146471274,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00210,191777,Clostridioides_difficile,1,191777,hypothetical protein,,,0.119732303,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00216,195445,Clostridioides_difficile,1,195445,Flagellar secretion chaperone FliS,,,0.167635809,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,200257,Clostridioides_difficile,1,200257,hypothetical protein,,,0.144165311,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00216,195688,Clostridioides_difficile,1,195688,Flagellar secretion chaperone FliS,,,0.123142184,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,199156,Clostridioides_difficile,1,199156,hypothetical protein,,,0.151569541,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00213,194239,Clostridioides_difficile,1,194239,hypothetical protein,,,0.168131511,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,200409,Clostridioides_difficile,1,200409,hypothetical protein,,,0.163265224,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,199367,Clostridioides_difficile,1,199367,hypothetical protein,,,0.180429187,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,200771,Clostridioides_difficile,1,200771,hypothetical protein,,,0.221076841,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00214,195088,Clostridioides_difficile,1,195088,Flagellar assembly factor FliW,,,0.171617905,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,199555,Clostridioides_difficile,1,199555,hypothetical protein,,,0.139668509,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,201089,Clostridioides_difficile,1,201089,hypothetical protein,,,0.118529258,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,200506,Clostridioides_difficile,1,200506,hypothetical protein,,,0.191834156,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,200345,Clostridioides_difficile,1,200345,hypothetical protein,,,0.127085964,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00218,196872,Clostridioides_difficile,1,196872,Flagellar hook-associated protein 2,,,0.147074645,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00214,194823,Clostridioides_difficile,1,194823,Flagellar assembly factor FliW,,,0.166045736,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00217,195731,Clostridioides_difficile,1,195731,hypothetical protein,,,0.128641261,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00213,194538,Clostridioides_difficile,1,194538,hypothetical protein,,,0.178297904,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00214,194782,Clostridioides_difficile,1,194782,Flagellar assembly factor FliW,,,0.160205224,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,200437,Clostridioides_difficile,1,200437,hypothetical protein,,,0.161369687,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00214,194938,Clostridioides_difficile,1,194938,Flagellar assembly factor FliW,,,0.140739053,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,199588,Clostridioides_difficile,1,199588,hypothetical protein,,,0.131381552,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00216,195469,Clostridioides_difficile,1,195469,Flagellar secretion chaperone FliS,,,0.134258468,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,200383,Clostridioides_difficile,1,200383,hypothetical protein,,,0.134090099,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00217,195737,Clostridioides_difficile,1,195737,hypothetical protein,,,0.149961147,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00220,198707,Clostridioides_difficile,1,198707,Flagellin,,,0.154231024,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00218,196910,Clostridioides_difficile,1,196910,Flagellar hook-associated protein 2,,,0.139677523,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00213,194365,Clostridioides_difficile,1,194365,hypothetical protein,,,0.176451241,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,200374,Clostridioides_difficile,1,200374,hypothetical protein,,,0.14071667,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00215,195156,Clostridioides_difficile,1,195156,Translational regulator CsrA,,,0.127942421,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,200507,Clostridioides_difficile,1,200507,hypothetical protein,,,0.147972452,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,199213,Clostridioides_difficile,1,199213,hypothetical protein,,,0.17502917,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,200476,Clostridioides_difficile,1,200476,hypothetical protein,,,0.143363404,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00216,195453,Clostridioides_difficile,1,195453,Flagellar secretion chaperone FliS,,,0.12996713,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,200503,Clostridioides_difficile,1,200503,hypothetical protein,,,0.14170355,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,199315,Clostridioides_difficile,1,199315,hypothetical protein,,,0.18211337,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,199099,Clostridioides_difficile,1,199099,hypothetical protein,,,0.20169913,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00213,194086,Clostridioides_difficile,1,194086,hypothetical protein,,,0.15056524,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00217,195738,Clostridioides_difficile,1,195738,hypothetical protein,,,0.124294499,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00218,196723,Clostridioides_difficile,1,196723,Flagellar hook-associated protein 2,,,0.128924457,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00218,196949,Clostridioides_difficile,1,196949,Flagellar hook-associated protein 2,,,0.140067293,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,201064,Clostridioides_difficile,1,201064,hypothetical protein,,,0.131976265,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00215,195140,Clostridioides_difficile,1,195140,Translational regulator CsrA,,,0.155533636,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,201059,Clostridioides_difficile,1,201059,hypothetical protein,,,0.121247585,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00220,198590,Clostridioides_difficile,1,198590,Flagellin,,,0.161263035,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00218,197064,Clostridioides_difficile,1,197064,Flagellar hook-associated protein 2,,,0.119656084,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00219,197687,Clostridioides_difficile,1,197687,hypothetical protein,,,0.101248927,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00218,197436,Clostridioides_difficile,1,197436,Flagellar hook-associated protein 2,,,0.117752208,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,199100,Clostridioides_difficile,1,199100,hypothetical protein,,,0.164990677,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00219,197697,Clostridioides_difficile,1,197697,hypothetical protein,,,0.110256112,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,200386,Clostridioides_difficile,1,200386,hypothetical protein,,,0.137025918,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,200785,Clostridioides_difficile,1,200785,hypothetical protein,,,0.122296047,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00221,200822,Clostridioides_difficile,1,200822,hypothetical protein,,,0.157667499,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00217,195749,Clostridioides_difficile,1,195749,hypothetical protein,,,0.120027603,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,614069,Clostridioides_difficile,2,614069,Toxin B,,,0.15442654,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,615588,Clostridioides_difficile,2,615588,Toxin B,,,0.211311503,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,615542,Clostridioides_difficile,2,615542,Toxin B,,,0.266347961,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,615308,Clostridioides_difficile,2,615308,Toxin B,,,0.183006385,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,615799,Clostridioides_difficile,2,615799,Toxin B,,,0.223624945,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,614450,Clostridioides_difficile,2,614450,Toxin B,,,0.076239466,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,614243,Clostridioides_difficile,2,614243,Toxin B,,,0.196935411,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,616589,Clostridioides_difficile,2,616589,Toxin B,,,0.24176294,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00591,625363,Clostridioides_difficile,2,625363,Toxin A,,,0.253719932,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,615345,Clostridioides_difficile,2,615345,Toxin B,,,0.192861621,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,614542,Clostridioides_difficile,2,614542,Toxin B,,,0.07860531,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,614381,Clostridioides_difficile,2,614381,Toxin B,,,0.099622098,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,615782,Clostridioides_difficile,2,615782,Toxin B,,,0.277283321,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,614024,Clostridioides_difficile,2,614024,Toxin B,,,0.12462661,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,615341,Clostridioides_difficile,2,615341,Toxin B,,,0.187628044,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,614345,Clostridioides_difficile,2,614345,Toxin B,,,0.100481366,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,614483,Clostridioides_difficile,2,614483,Toxin B,,,0.088604787,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,614309,Clostridioides_difficile,2,614309,Toxin B,,,0.177621989,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,615732,Clostridioides_difficile,2,615732,Toxin B,,,0.213763306,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,614272,Clostridioides_difficile,2,614272,Toxin B,,,0.191663785,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,615461,Clostridioides_difficile,2,615461,Toxin B,,,0.236877557,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,615521,Clostridioides_difficile,2,615521,Toxin B,,,0.310379302,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,615296,Clostridioides_difficile,2,615296,Toxin B,,,0.139576091,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,615466,Clostridioides_difficile,2,615466,Toxin B,,,0.307439378,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,615774,Clostridioides_difficile,2,615774,Toxin B,,,0.217991257,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,615485,Clostridioides_difficile,2,615485,Toxin B,,,0.346358126,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,615306,Clostridioides_difficile,2,615306,Toxin B,,,0.135581005,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,614241,Clostridioides_difficile,2,614241,Toxin B,,,0.219833745,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,615719,Clostridioides_difficile,2,615719,Toxin B,,,0.207824062,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,614099,Clostridioides_difficile,2,614099,Toxin B,,,0.207677322,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,615650,Clostridioides_difficile,2,615650,Toxin B,,,0.15279632,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,615334,Clostridioides_difficile,2,615334,Toxin B,,,0.237713807,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,614228,Clostridioides_difficile,2,614228,Toxin B,,,0.243163638,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,615779,Clostridioides_difficile,2,615779,Toxin B,,,0.217142058,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00616,653709,Clostridioides_difficile,2,653709,hypothetical protein,,,0.131352859,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,614108,Clostridioides_difficile,2,614108,Toxin B,,,0.261388645,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,615522,Clostridioides_difficile,2,615522,Toxin B,,,0.206309562,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,615330,Clostridioides_difficile,2,615330,Toxin B,,,0.218410512,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,615242,Clostridioides_difficile,2,615242,Toxin B,,,0.060519747,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,614159,Clostridioides_difficile,2,614159,Toxin B,,,0.184423251,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,615564,Clostridioides_difficile,2,615564,Toxin B,,,0.228731808,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,615582,Clostridioides_difficile,2,615582,Toxin B,,,0.220310329,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,615807,Clostridioides_difficile,2,615807,Toxin B,,,0.175350528,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00591,626068,Clostridioides_difficile,2,626068,Toxin A,,,0.203467686,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,615422,Clostridioides_difficile,2,615422,Toxin B,,,0.220833673,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,615486,Clostridioides_difficile,2,615486,Toxin B,,,0.301064867,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,615752,Clostridioides_difficile,2,615752,Toxin B,,,0.21048096,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,615344,Clostridioides_difficile,2,615344,Toxin B,,,0.245750636,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,615747,Clostridioides_difficile,2,615747,Toxin B,,,0.234003158,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,615794,Clostridioides_difficile,2,615794,Toxin B,,,0.176528511,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,615362,Clostridioides_difficile,2,615362,Toxin B,,,0.266342318,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00588,615491,Clostridioides_difficile,2,615491,Toxin B,,,0.284169501,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00611,647937,Clostridioides_difficile,2,647937,hypothetical protein,,,0.12832812,UHGG
